season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g,mp,orb_pct,per,stl_pct,tov_pct,trb_pct,ts_pct
2000,Malik Rose,PF,25,SAS,4,0,20.8,2,4.5,0,0,2,4.5,1.3,3.5,4.8,0.3,0.5,0.8,1.8,5.3,83,6.3,7.1,1.3,24.2,11.7,0.478
2000,Kurt Thomas,PF,27,NYK,16,0,15.7,1.9,3.8,0,0,1.9,3.8,1.1,2,3.1,0.3,0.2,0.4,0.9,4.3,251,8.7,9.8,0.7,17.6,11.9,0.528
2000,Clarence Weatherspoon,PF,29,MIA,10,0,17,2.5,6,0,0,2.5,6,1.8,2.3,4.1,0.1,0.4,0.3,0.8,6.4,170,12.6,12.2,1.3,10.2,14.4,0.454
1999,Armen Gilliam,PF,34,MIL,3,0,11.7,2,5,0,0,2,5,0,1.7,1.7,0.3,0.7,0.3,0.3,5.7,35,0,17.7,3.1,5.5,8.7,0.494
1999,Adam Keefe,PF,28,UTA,10,0,10.1,1.8,3,0,0,1.8,3,0.7,1.7,2.4,0.3,0.4,0.3,0.8,4.1,101,8.5,17.3,2.2,19.9,14,0.637
1999,Thurl Bailey,PF,37,UTA,11,0,10.5,1.5,3,0,0,1.5,3,0.5,0.9,1.4,0.2,0.3,0.5,0.7,3.4,115,5.3,9.9,1.5,18.7,7.7,0.532
1999,Antonio Davis,PF,30,IND,13,0,25.1,2.4,5.8,0,0,2.4,5.8,1.8,5.3,7.1,0.6,0.4,1.1,1.5,7.9,326,8.9,13.1,0.8,16.4,17.1,0.504
1999,Malik Rose,PF,24,SAS,17,0,11.4,0.8,2.2,0,0,0.8,2.2,1,1.3,2.3,0.2,0.4,0.2,0.6,2.7,194,11.2,6.6,2,16.8,12.1,0.465
1999,Christian Laettner,PF,29,DET,5,0,24.6,4,9.4,0,0,4,9.4,1.2,1.6,2.8,2.2,0.8,0.2,0.6,10.2,123,6.3,18.1,2,5.3,7.7,0.48
1999,Bo Outlaw,PF,27,ORL,4,0,20.8,1.5,2.5,0,0,1.5,2.5,0.8,3,3.8,0.5,0.3,2,1.5,4.5,83,4,9.9,0.7,27.6,10.1,0.573
1998,Corie Blount,PF,29,LAL,12,0,17.4,1,2,0,0,1,2,2,3.3,5.3,0.6,0.5,0.3,0.3,2.6,209,13.6,12.3,1.6,9.4,18.5,0.537
1998,Antonio Davis,PF,29,IND,16,0,28.7,2.6,5.7,0,0,2.6,5.7,2.3,4.4,6.8,0.9,0.8,1.1,1.6,9.2,459,10.8,14.2,1.5,15.9,15.2,0.555
1998,Antoine Carr,PF,36,UTA,20,0,14.6,2.1,4.5,0,0,2.1,4.5,0.8,1.3,2.1,0.6,0.1,0.6,0.5,4.4,292,7,8.2,0.2,8.8,8.5,0.47
1998,Elden Campbell,PF,29,LAL,13,0,13.8,1.8,3.9,0,0,1.8,3.9,1.3,2.2,3.5,0.6,0.2,0.9,1,5.2,180,11.2,14.6,0.9,16.5,15.1,0.515
1998,Dickey Simpkins,PF,25,CHI,13,0,5.7,0.5,1.2,0,0,0.5,1.2,0.3,0.7,1,0.2,0.2,0.1,0.2,1.2,74,6.4,6.6,1.5,13.1,10.9,0.401
1998,Anthony Miller,PF,26,ATL,4,0,8.3,0.8,2,0,0,0.8,2,1.3,1,2.3,0.3,0.5,0.3,0.8,2,33,19,12.1,3.5,25.3,17.4,0.45
1997,Alan Henderson,PF,24,ATL,10,0,13.6,1.9,3.4,0,0,1.9,3.4,1.1,2.2,3.3,0,0.1,0.3,0.7,5.8,136,10.5,16.3,0.4,13.3,14.8,0.638
1997,Antoine Carr,PF,35,UTA,20,0,14,2,4.2,0,0,2,4.2,0.6,1.5,2,0.5,0.3,0.5,0.9,4.9,280,4.9,8.5,1.2,16.1,8.6,0.524
1996,Wayman Tisdale,PF,31,PHO,4,0,16.8,2.5,7.5,0,0,2.5,7.5,0.8,0.3,1,0.5,0.3,0.3,0.3,5.3,67,4.7,4,0.8,3.1,3.4,0.34
1996,John Salley,PF,31,CHI,16,0,5.3,0.4,0.7,0,0,0.4,0.7,0.3,0.4,0.7,0.4,0.1,0.1,0.3,0.9,85,5.5,3.9,0.7,22.1,7.9,0.497
1996,Michael Smith,PF,23,SAC,4,0,21.8,1.8,3,0,0,1.8,3,1.8,3.8,5.5,2,0.3,0.5,0.5,4.8,87,10,12.8,0.6,10.6,15.6,0.564
1996,Antonio Davis,PF,27,IND,5,0,25.4,2.6,5,0,0,2.6,5,2.4,3.8,6.2,0.6,0.6,1.2,2,7.8,127,12.6,15.3,1.4,24,15,0.617
1996,Mark Bryant,PF,30,HOU,8,0,18.1,2.6,4.4,0,0,2.6,4.4,0.9,2.5,3.4,0.5,0.1,0.3,0.4,6.8,145,5.4,14.1,0.4,6.7,10.8,0.649
1996,Greg Anderson,PF,31,SAS,6,0,5.7,0,0.8,0,0,0,0.8,0.3,1.2,1.5,0,0.3,0.2,0.7,0.2,34,7.3,-3.6,3.3,40.5,16,0.085
1996,Alan Henderson,PF,23,ATL,10,0,14.5,2.3,4,0,0,2.3,4,1.7,1,2.7,0.7,0.1,0.4,0.9,5.3,145,14,15.1,0.4,16.9,11.5,0.597
1996,Carl Herrera,PF,29,SAS,7,0,4,0,0.4,0,0,0,0.4,0.3,0.3,0.6,0.1,0.3,0.1,0.4,0.3,28,8.9,0,3.9,43.6,8.6,0.258
1995,Greg Anderson,PF,30,ATL,3,0,13,0.3,1.7,0,0,0.3,1.7,0.3,4,4.3,0.7,0.7,0.7,0,1.7,39,2.8,10.5,2.8,0,18.8,0.37
1995,Antonio Davis,PF,26,IND,17,0,21.6,1.9,4.2,0,0,1.9,4.2,2.2,3.5,5.7,0.4,0.5,0.6,1.4,5.9,367,13,10.6,1.4,19.2,16.6,0.521
1995,Cliff Levingston,PF,34,DEN,3,0,11.7,1,2,0,0,1,2,2,1,3,0.3,1,0.7,0.7,2.3,35,19.6,15.2,4.5,22.5,15.6,0.509
1994,Carl Herrera,PF,27,HOU,16,0,15.5,1.9,3.6,0,0,1.9,3.6,0.9,1.9,2.8,0.2,0.3,0.2,0.4,4.7,248,6.9,10.8,1.1,9.7,10.2,0.577
1994,Earl Cureton,PF,36,HOU,10,0,10,0.8,1,0,0,0.8,1,0.6,2.3,2.9,0.2,0.1,0.2,0.3,1.8,100,7.3,9.9,0.5,21.6,16.4,0.827
1994,Antoine Carr,PF,32,SAS,3,0,12.3,1.7,3.7,0,0,1.7,3.7,0.3,0,0.3,1,0.3,0.7,0,6,37,2.8,20.2,1.5,0,1.5,0.602
1994,Adam Keefe,PF,23,ATL,7,0,8.9,0.9,1.4,0,0,0.9,1.4,0.4,1.4,1.9,0.3,0.1,0.1,0.6,2.3,62,5.3,8.5,0.9,22.3,11.9,0.573
1994,J.R. Reid,PF,25,SAS,4,0,14,1.5,5.3,0,0,1.5,5.3,0.8,2.3,3,0.8,0.3,0.5,0.3,3.8,56,5.5,6.5,1,4.1,11.9,0.323
1994,Anthony Mason,PF,27,NYK,25,0,26.4,2.7,5.5,0,0,2.7,5.5,2.1,3.7,5.8,1.8,0.6,0.2,1.4,7.6,660,9.3,13,1.2,17.4,13.2,0.553
1993,Sidney Green,PF,32,CHH,9,0,8.7,0.8,2,0,0,0.8,2,0.9,2.3,3.2,0.1,0.1,0.1,0.2,1.7,78,12,7.5,0.7,9.4,21.9,0.388
1993,Kenny Gattison,PF,28,CHH,9,0,20.8,2.4,5.1,0,0,2.4,5.1,2.1,2.2,4.3,1.2,0.6,0.1,0.8,5.9,187,11.8,11.1,1.4,11.2,12.3,0.48
1993,Larry Smith,PF,35,SAS,6,0,8.3,0.3,0.5,0,0,0.3,0.5,1.3,1.3,2.7,0.2,0.7,0.3,0.2,1.2,50,19,12.6,4.1,17.4,18.3,0.735
1993,Loy Vaught,PF,24,LAC,3,0,16.7,2,5,0,0,2,5,1.3,4.7,6,0,1.3,0.3,1,5.3,50,8.1,12.8,4.1,14.9,20,0.465
1993,Kevin McHale,PF,35,BOS,4,0,28.3,8,13.8,0,0,8,13.8,2.3,5,7.3,0.8,0.5,1.8,1.3,19,113,10.1,27.4,1,7.6,16.3,0.621
1993,Anthony Mason,PF,26,NYK,15,0,34,4.8,8.1,0,0,4.8,8.1,3.7,3.6,7.3,2.7,0.7,0.4,1.5,12.5,510,13.1,16.2,1,13.1,12.9,0.615
1992,Chris Gatling,PF,24,GSW,4,0,20.3,4.5,7.3,0,0,4.5,7.3,2.3,4,6.3,0,0.5,2.5,0.3,12.5,81,12.1,25.4,1.2,2.5,17.8,0.646
1992,Cliff Robinson,PF,31,LAL,3,0,8,1,3.3,0,0,1,3.3,0.7,1.3,2,0.3,1,0.3,0.7,3.7,24,9.7,12.7,6.6,12.9,15.2,0.407
1992,Scott Williams,PF,23,CHI,22,0,14.6,1.5,3.2,0,0,1.5,3.1,1.5,2.8,4.3,0.3,0.3,0.8,0.7,4,321,12.6,11.4,1,15.4,18,0.534
1992,Anthony Mason,PF,25,NYK,12,0,24,1.6,3.6,0,0,1.6,3.6,2.3,4,6.3,0.8,0.2,0.7,0.9,5,288,11.7,10.3,0.4,16.6,16.1,0.542
1992,Cliff Levingston,PF,31,CHI,22,0,8.7,1.1,2.6,0,0,1.1,2.5,0.8,1.1,1.9,0.4,0.2,0.3,0.5,2.9,191,10.9,9.6,1.1,13.7,13.1,0.462
1991,Cliff Levingston,PF,30,CHI,17,0,11.3,1.2,2.4,0,0,1.2,2.4,1.3,1.1,2.4,0.4,0.6,0.4,0.1,2.6,192,15.1,13.7,2.8,4.4,13.5,0.516
1991,Mark Bryant,PF,25,POR,14,0,9.8,0.7,1.6,0,0,0.7,1.6,1,1.3,2.3,0.1,0.1,0.1,0.3,2.4,137,11.7,9.1,0.7,12.1,13.8,0.585
1991,Elden Campbell,PF,22,LAL,14,0,9.9,1.8,2.7,0,0,1.8,2.7,0.6,1.5,2.1,0.2,0.4,0.6,0.4,4.1,138,7.2,16.6,2.3,11.9,12.8,0.639
1991,Thurl Bailey,PF,29,UTA,9,0,25.3,2.6,7.1,0,0,2.6,7.1,1.2,2.3,3.6,1,0.3,0.7,1.3,7.6,228,5.9,6.2,0.7,13.8,8,0.453
1991,John Salley,PF,26,DET,15,0,20.5,2.5,4.7,0,0,2.5,4.7,1.3,2.8,4.1,0.7,0.4,1.3,0.9,7.5,308,6.9,13.7,1,11.9,11.1,0.581
1991,Kurt Rambis,PF,32,PHO,4,0,13.3,0.5,1.3,0,0,0.5,1.3,2,1.5,3.5,1,1.3,0.3,1,1,53,16.3,9.8,4.7,44.4,15.3,0.4
1991,Ed Pinckney,PF,27,BOS,11,0,15.5,1.5,1.9,0,0,1.5,1.9,2.1,1.5,3.6,0.2,0.5,0.2,0.2,4.5,170,16.2,16.8,1.8,6.2,13.4,0.81
1990,Nate Johnston,PF,23,POR,3,0,6.3,2,3.7,0,0,2,3.7,0.7,1.3,2,0.3,0.3,0.3,0,4.3,19,11.1,25.4,2.5,0,17.4,0.568
1990,Greg Anderson,PF,25,MIL,4,0,25.3,3.3,4.8,0,0,3.3,4.8,1.5,4.5,6,0,0.3,1,1,8.3,101,7.4,11.3,0.5,13.7,15.1,0.656
1990,Mark Bryant,PF,24,POR,13,0,12.3,1.4,2.5,0,0,1.4,2.5,0.7,1.5,2.2,0.2,0.2,0.2,0.9,3.2,160,5.9,5.9,0.9,24.7,10,0.575
1990,John Salley,PF,25,DET,20,0,27.4,2.9,6.1,0,0,2.9,6.1,2.9,3,5.9,1,0.5,1.7,1.1,9.5,547,12.2,14.9,0.9,11.8,12.4,0.575
1990,Bob Thornton,PF,27,PHI,9,0,9.9,0.8,2,0,0,0.8,2,1.2,0.4,1.7,0.4,0.2,0.1,0.2,2.1,89,14.1,6,1.2,8.2,10.1,0.424
1990,Hot Rod Williams,PF,27,CLE,5,0,34.8,7.8,14,0,0,7.8,14,2.8,6.4,9.2,2.2,0.4,1,1.4,19,174,10.6,19.9,0.6,8.1,15.5,0.596
1989,Dave Greenwood,PF,31,DEN,3,0,11.3,0.7,2,0,0,0.7,2,0.7,3,3.7,0.3,0.3,0.3,2,1.7,34,5.5,-1.2,1.3,46.6,16,0.363
1989,Armen Gilliam,PF,24,PHO,9,0,14,3,5.7,0,0,3,5.7,2,3,5,0.2,0.1,0.2,1.1,8.1,126,14.2,18.5,0.4,14.1,18.2,0.602
1989,Sidney Green,PF,28,NYK,9,0,14.2,1.4,3.3,0,0,1.4,3.3,1.6,2.4,4,0.6,0.2,0.1,0.8,4,128,12.2,9,0.8,16.2,16.4,0.498
1989,Walter Berry,PF,24,HOU,4,0,14.3,3.3,6.5,0,0,3.3,6.5,0.8,1.5,2.3,1.3,0.5,0.3,1.5,8.3,57,6.1,15.1,1.7,16.9,9,0.559
1989,Brad Sellers,PF,26,CHI,13,0,13.6,1.7,4.5,0,0,1.7,4.5,1.2,1.2,2.4,1.2,0.2,0.3,0.5,4.2,177,10.4,10.1,0.9,8.7,10.2,0.427
1989,John Salley,PF,24,DET,17,0,23.1,3.4,5.8,0,0,3.4,5.8,2,2.6,4.6,0.5,0.5,1.5,0.7,8.9,392,10.2,16.9,1.2,8.9,11.8,0.619
1989,Ed Pinckney,PF,25,BOS,3,0,15,1,4,0,0,1,4,0.7,1,1.7,0.3,0.3,0.3,1.3,2.7,45,5.2,-1.7,1.1,23.7,6.5,0.311
1988,Cliff Levingston,PF,27,ATL,12,0,13.6,2,4.2,0,0,2,4.2,1.2,1,2.2,0.6,0.4,0.4,0.7,5,163,10.1,11.6,1.6,12.3,9.6,0.526
1988,Hot Rod Williams,PF,25,CLE,5,0,26.6,4,8,0,0,4,8,2.6,3.2,5.8,0.8,0.6,1.4,0.8,9.2,133,11.8,13.6,1.2,8,12.3,0.503
1988,Jim Petersen,PF,25,HOU,4,0,24.5,3,5.8,0,0,3,5.8,1.8,3.5,5.3,1.5,0.3,0.5,1,7.8,98,7.7,11.9,0.5,12.4,11.9,0.548
1987,Scott Hastings,PF,26,ATL,4,0,5.3,0.5,0.8,0,0,0.5,0.8,0.3,1.3,1.5,0,0.3,0.3,0,1.5,21,5.5,15.3,2.5,0,16.4,0.773
1987,Sidney Green,PF,26,DET,9,0,4.7,0.7,1.1,0,0,0.7,1.1,0.3,0.7,1,0.1,0.1,0.2,0.3,1.9,42,8,16.1,1.2,19.2,12,0.672
1987,Thurl Bailey,PF,25,UTA,5,0,30.2,6,12.6,0,0,6,12.6,2.8,3.2,6,1.8,0.6,1.2,2.4,15.6,151,10.8,16.1,1,14.5,11.6,0.55
1987,Mark Alarie,PF,23,DEN,3,0,13.7,3,5,0,0,3,5,0,1.7,1.7,0.3,0.7,0.7,1.3,6.7,41,0,10.4,2.2,20.1,6,0.63
1987,Antoine Carr,PF,25,ATL,9,0,18,4.3,6.2,0,0,4.3,6.2,1.2,1.8,3,1.4,0.3,0.9,1.1,11.6,162,7.8,22.9,1,12.5,9.6,0.742
1987,Mychal Thompson,PF,32,LAL,18,0,22.3,3.4,7.6,0,0,3.4,7.6,1.6,3.3,4.9,0.5,0.4,0.9,0.9,8.8,401,9,11.1,0.8,9.1,12.3,0.497
1987,Kurt Rambis,PF,28,LAL,17,0,12.6,1.4,2.4,0,0,1.4,2.4,0.9,3,3.9,0.5,0.5,0.2,0.8,4.6,215,9.3,14.1,1.8,18.9,17.4,0.706
1987,Jim Petersen,PF,24,HOU,10,0,18.7,2.8,5.1,0,0,2.8,5.1,1.4,3.2,4.6,0.6,0.5,0.2,1,6.8,187,8.9,11.9,1.3,14.5,14,0.577
1986,Sidney Green,PF,25,CHI,3,0,17.7,2,6.7,0,0,2,6.7,2.3,1.7,4,0,0.3,0.3,1,6,53,14.4,5.1,0.9,10.6,13.5,0.356
1986,A.C. Green,PF,22,LAL,9,0,11.8,1,1.9,0,0,1,1.9,0.3,1.4,1.8,0,0.1,0.3,0.4,2.4,106,3.6,4.7,0.5,16,9,0.525
1986,Jay Vincent,PF,26,DAL,10,0,20.4,3.8,9.9,0,0,3.8,9.9,1.5,2.4,3.9,1.5,0.4,0.1,1.7,10.6,204,8.3,11.9,1,13,11,0.465
1986,Maurice Lucas,PF,33,LAL,14,0,22.8,4.2,8,0,0,4.2,8,2.1,4.4,6.5,0.7,0.4,0.4,0.9,9.4,319,11.6,12.8,0.9,9.7,17.1,0.548
1986,Jim Petersen,PF,23,HOU,20,0,18.9,2.2,5.4,0,0,2.2,5.4,2.4,3.2,5.6,1.1,0.5,0.5,0.8,5.6,378,13.4,10.6,1.2,11.6,15.7,0.453
1985,Joe Kopicki,PF,24,DEN,7,0,4.6,0.9,2.3,0,0,0.9,2.3,0.3,1.6,1.9,0.4,0.1,0.1,0.1,3,32,6.2,17.6,1.4,4.1,21.8,0.447
1985,Mychal Thompson,PF,30,POR,9,0,27.8,5.6,11.3,0,0,5.6,11.3,2.8,5.2,8,1.6,0.8,1.3,2.1,14.8,250,10.3,16.3,1.3,13.3,15.5,0.538
1985,Lonnie Shelton,PF,29,CLE,4,0,26.5,4.8,8.5,0,0,4.8,8.5,1.5,4,5.5,1,0.5,0.3,1.5,11.5,106,7,11.8,0.9,13.5,12.5,0.599
1985,Fred Roberts,PF,24,UTA,10,0,13,1.9,4.3,0,0,1.9,4.3,0.6,1.1,1.7,0.9,0.7,0.3,1.4,5.4,130,4.6,9.6,2.4,21.3,6.3,0.521
1985,Maurice Lucas,PF,32,PHO,3,0,28,7.3,15.7,0,0,7.3,15.7,4,7,11,3.3,0.7,0.7,2.7,19.7,84,16.5,20.4,1,12.6,23.8,0.533
1985,Ben Poquette,PF,29,CLE,4,0,22.8,3.3,5.3,0,0,3.3,5.3,1,2.5,3.5,0.3,0.5,1.5,1,7.5,91,5.4,10.6,1,14.7,9.3,0.647
2022,Naji Marshall,SF,24,NOP,6,0,9.3,1.2,1.7,0,0,1.2,1.7,0.5,0.5,1,0.8,0.2,0.2,0.5,3,56,5.9,15,0.9,20.3,6.3,0.765
2021,Thanasis Antetokounmpo,SF,28,MIL,13,0,3.5,0.2,0.5,0,0,0.2,0.5,0.2,0.5,0.8,0.2,0.4,0.2,0.2,0.7,45,7,10,5.5,23.7,11.9,0.467
2019,T.J. McConnell,PG,26,PHI,9,0,8.3,1.3,3,0,0,1.3,3,0.1,0.6,0.7,1.2,0.2,0.1,0.1,2.7,75,1.5,11.3,1.3,3.6,4.3,0.444
2017,Shaun Livingston,PG,31,GSW,14,0,15.7,2.4,4.2,0,0,2.4,4.2,0.7,1.4,2.1,1.4,0.4,0.1,0.7,5.2,220,5.3,11,1.1,13.9,7.1,0.588
2015,Shaun Livingston,PG,29,GSW,21,0,17.9,2,3.8,0,0,2,3.7,0.6,1.8,2.4,1.8,0.4,0.2,1,5,375,3.8,11.5,1.1,18.9,7.4,0.583
2014,Landry Fields,SF,25,TOR,3,0,8.7,0,0.7,0,0,0,0.7,0.7,1.7,2.3,0.3,1.3,0.3,0.3,0,26,9.8,11,8.3,33.3,16.4,0
2012,Christian Eyenga,SF,22,LAL,3,0,3,0.7,1,0,0,0.7,1,0.3,0.3,0.7,0.3,0.3,0.3,0.3,1.3,9,11.7,22.5,6,22.5,11.9,0.581
2012,Ronnie Brewer,SG,26,CHI,5,0,16.6,0.8,3.2,0,0,0.8,3.2,0.8,3,3.8,1.8,0.8,0.2,1.2,1.6,83,5.4,4.2,2.6,25.7,12.5,0.231
2011,Earl Clark,SF,23,ORL,1,0,6,1,3,0,0,1,3,2,2,4,1,1,1,0,2,6,39,44.4,9.2,0,39.6,0.333
2009,Jason Hart,PG,30,DEN,9,0,2.1,0.1,0.2,0,0,0.1,0.2,0,0.3,0.3,0.6,0.2,0.1,0.1,0.2,19,0,14.1,5.5,33.3,9.5,0.5
2008,Dominic McGuire,SG,22,WAS,3,0,5,0,0,0,0,0,0,0.3,0.7,1,0.3,0.3,0.3,0,0.3,15,7.7,14.5,3.6,0,11.7,0.568
2005,Bonzi Wells,SG,28,MEM,2,0,12.5,2,4.5,0,0,2,4.5,0,2,2,1.5,1,0.5,0.5,7,25,0,27.3,4.2,7.9,9.3,0.601
2004,Darvin Ham,SF,30,DET,22,0,4.9,0.4,0.7,0,0,0.4,0.7,0.4,0.3,0.6,0,0.1,0.2,0.4,0.7,108,8.5,4.1,1.5,33.3,7.4,0.5
2004,Brevin Knight,PG,28,MIL,5,0,20.2,1.2,4.6,0,0,1.2,4.6,0.6,1.6,2.2,3.4,2.8,0.2,1.4,4.2,101,3.3,14.3,7.4,20.1,6.2,0.377
2004,Gerald Wallace,SF,21,SAC,3,0,6.7,1,2,0,0,1,2,0,0.7,0.7,0.3,0.3,0.3,1,2.3,20,0,5.6,2.6,30.4,5.3,0.509
2004,Eduardo Nájera,SF,27,DAL,5,0,11.4,1,2.2,0,0,1,2.2,2,1.4,3.4,0.6,0.6,0.4,0.4,2.4,57,15.1,14.9,2.6,14.4,14.3,0.505
2003,Speedy Claxton,PG,24,SAS,24,0,13.6,1.9,4.4,0,0,1.9,4.4,0.3,1.6,1.9,1.9,0.7,0.2,1,5.2,326,2.4,14.4,2.6,16.2,7.6,0.503
2003,Rod Strickland,PG,36,MIN,6,0,12.2,1.8,3.5,0,0,1.8,3.5,0,1,1,2.8,0.7,0.3,1.3,4.7,73,0,18,2.8,25.3,4.7,0.592
2003,Corliss Williamson,SF,29,DET,15,0,15.5,2.5,6,0,0,2.5,6,0.9,1.3,2.2,1,0.3,0.2,1.3,7.8,233,6.4,13.2,1,14.8,8.4,0.506
2003,Ron Mercer,SG,26,IND,6,0,22.5,2.7,8.2,0,0,2.7,8.2,0.3,1.8,2.2,1.2,1,0.2,0.8,6.5,135,1.6,6.1,2.4,8.7,5.4,0.371
2002,Stacey Augmon,SG,33,CHH,9,0,16.9,1.8,4.6,0,0,1.8,4.6,0.8,2.2,3,1.4,1.1,0.1,1.3,5.3,152,5.1,11.7,3.5,19.3,10,0.478
2002,Charles Smith,SG,26,SAS,4,0,4.8,0.5,0.8,0,0,0.5,0.8,0.5,0.3,0.8,0.5,0.5,0.3,0.8,1.3,19,12.1,13.3,5.9,43.6,9.1,0.644
2002,Derrick McKey,SF,35,PHI,4,0,10,1,2,0,0,1,2,0.8,0.8,1.5,0.3,0.3,0.5,0.3,2,40,8.5,10.2,1.4,11.1,9,0.5
2002,Ron Mercer,SG,25,IND,5,0,23.4,3.6,7.2,0,0,3.6,7.2,0,2,2,0.8,0.2,0.2,0.6,7.8,117,0,9.5,0.5,7.4,5.1,0.516
2001,John Crotty,PG,31,UTA,4,0,4.8,0,0.8,0,0,0,0.8,0.3,0.5,0.8,0.8,0.3,0.3,0,0.8,19,6.1,13.1,2.9,0,9.4,0.347
2000,Jerome Kersey,SF,37,SAS,2,0,12.5,0.5,3.5,0,0,0.5,3.5,1,1,2,0.5,1,0.5,0.5,1,25,8.3,0.2,4.2,12.5,8.1,0.143
2000,Eddie Robinson,SF,23,CHH,4,0,11.3,1.3,3,0,0,1.3,3,0.3,0.5,0.8,1,0.5,0.3,0.3,3,45,2.7,12.5,2.5,7.2,3.9,0.466
1999,Malik Sealy,SF,28,MIN,4,0,17.5,2,5.8,0,0,2,5.8,0.5,1,1.5,0.8,0.3,0.3,0.5,5,70,3.1,7.8,0.8,7.4,4.9,0.397
1999,Clarence Weatherspoon,SF,28,MIA,5,0,22.4,1.8,5.2,0,0,1.8,5.2,0.8,3.4,4.2,0.4,1.4,0.2,0.6,5.8,112,4.6,12.4,3.7,8.2,11.8,0.433
1999,Roshown McLeod,SF,23,ATL,6,0,8.2,1.8,3.5,0,0,1.8,3.5,0.2,0.3,0.5,0.2,0.2,0.2,0.2,4.3,49,2.4,22,1.2,4.2,3.8,0.571
1998,Derek Anderson,SF,23,CLE,4,0,25.8,2.5,5.5,0,0,2.5,5.5,0,2.3,2.3,2.8,1.3,0.3,3,10.8,103,0,15.1,2.8,26.4,6.4,0.643
1998,Stacey Augmon,SG,29,POR,4,0,7,0.5,1,0,0,0.5,1,0.3,0.5,0.8,0.3,0.5,0.3,0.5,1.3,28,4.1,8.2,3.8,29.1,6.5,0.512
1998,Travis Williams,SF,28,CHH,4,0,4.5,0.3,0.8,0,0,0.3,0.8,0.3,1,1.3,0,0.3,0.3,0,1.3,18,7,16.6,3.2,0,17.2,0.525
1997,Randy Brown,PG,28,CHI,17,0,5.8,0.5,1.8,0,0,0.5,1.8,0.2,0.4,0.6,0.4,0.5,0.1,0.2,1.2,98,3.4,4.4,4.6,11,6,0.326
1997,Sam Mitchell,SF,33,MIN,3,0,15.7,2,4.3,0,0,2,4.3,0.7,1.7,2.3,0.3,0.3,0.3,0.3,5.7,47,4.3,10.6,1.1,5.7,8.6,0.515
1996,Reggie Jordan,PG,28,ATL,10,0,5.9,0.7,1.3,0,0,0.7,1.3,0.1,0.5,0.6,0.9,0.5,0.1,0.3,1.7,59,2,16.3,4.8,15.7,6.3,0.529
1996,Antoine Carr,SF,34,UTA,18,0,18.8,2.6,5.4,0,0,2.6,5.4,0.6,1.3,1.9,1.2,0.2,0.8,0.9,6.1,339,4.1,9,0.7,12.9,6.4,0.505
1996,John Crotty,PG,26,CLE,2,0,4.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,9,13.4,25.2,6.6,53.2,7.3,1.136
1995,Adam Keefe,SF,24,UTA,4,0,17.3,1.8,3,0,0,1.8,3,2,2.3,4.3,0.5,1.3,0.3,0,4.5,69,14.7,18.7,3.9,0,16.8,0.615
1995,Jamie Watson,SF,22,UTA,5,0,11.4,1.2,1.8,0,0,1.2,1.8,0.2,0,0.2,0.6,0.4,0.2,1.2,2.4,57,2.2,2.7,1.9,40,1.2,0.667
1995,Greg Minor,SG,23,BOS,4,0,9.3,1.3,3.3,0,0,1.3,3.3,0.3,0,0.3,0.5,0.3,0.3,0.3,2.8,37,3,6.9,1.5,6.9,1.5,0.409
1994,Jeff Grayer,SG,28,GSW,3,0,15.3,3.7,6.7,0,0,3.7,6.7,0.3,1.7,2,0.3,0.3,0.3,0.7,8,46,2.7,13.7,1.1,8.6,7.8,0.563
1994,Kenny Williams,SF,24,IND,12,0,7.6,0.8,2.1,0,0,0.8,2.1,0.5,0.9,1.4,0.4,0.4,0.3,0.4,1.7,91,8.3,7.3,3,16.2,11.3,0.386
1994,Jerome Kersey,SF,31,POR,3,0,12.7,1.7,5.3,0,0,1.7,5.3,1.7,1.3,3,0,0.3,0.3,0,3.7,38,13.8,6.5,1.3,0,13.3,0.302
1993,Vincent Askew,SG,26,SEA,12,0,8.6,1.9,3.4,0,0,1.9,3.4,0.8,0.8,1.6,0.8,0.1,0.1,0.6,5.2,103,10.7,20.9,0.5,12,10.8,0.606
1993,Chucky Brown,SF,24,NJN,4,0,15.5,2.3,5.5,0,0,2.3,5.5,0.8,1.5,2.3,0.3,0.8,0.8,0.5,6,62,5.8,14.1,2.5,7.4,8.6,0.478
1993,Tyrone Corbin,SF,30,UTA,5,0,32.2,4.8,10,0,0,4.8,10,3.2,4.4,7.6,1.8,0.6,0.2,1.4,11.8,161,11.5,14.4,1,10.9,13.6,0.513
1993,Maurice Cheeks,PG,36,NJN,5,0,16.4,2.2,4.6,0,0,2.2,4.6,0.6,0.6,1.2,2.8,1.2,0.2,1.4,4.4,82,4.4,12.1,3.8,23,4.3,0.469
1993,David Wingate,SF,29,CHH,9,0,13,0.9,2.4,0,0,0.9,2.4,0.4,0.9,1.3,1.7,0.4,0.1,0.1,2.1,117,4,8.4,1.8,3.8,6,0.372
